0,1,2,3,4,5,6,7,8,9,10
whipped/sour cream,curd,shopping bags,,,,,,,,
sausage,pip fruit,,,,,,,,,
frankfurter,ice cream,soda,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
other vegetables,soda,hard cheese,coffee,whipped/sour cream,newspapers,,,,,
house keeping products,whole milk,,,,,,,,,
pip fruit,dishes,soft cheese,,,,,,,,
pot plants,frozen potato products,,,,,,,,,
whole milk,chocolate,,,,,,,,,
sausage,shopping bags,,,,,,,,,
pork,cereals,,,,,,,,,
canned beer,sliced cheese,,,,,,,,,
cat food,soda,,,,,,,,,
finished products,UHT-milk,,,,,,,,,
fruit/vegetable juice,candy,fruit/vegetable juice,,,,,,,,
pork,pip fruit,,,,,,,,,
popcorn,butter,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
beverages,liquor,shopping bags,,,,,,,,
citrus fruit,cake bar,,,,,,,,,
pastry,brown bread,,,,,,,,,
bottled water,butter milk,,,,,,,,,
other vegetables,pork,rolls/buns,rolls/buns,,,,,,,
pastry,chocolate,flour,,,,,,,,
grapes,other vegetables,,,,,,,,,
domestic eggs,root vegetables,,,,,,,,,
beef,whole milk,canned vegetables,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
whole milk,soft cheese,soda,brown bread,,,,,,,
liver loaf,other vegetables,,,,,,,,,
other vegetables,whole milk,tropical fruit,yogurt,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
canned beer,whole milk,bottled beer,,,,,,,,
hamburger meat,white bread,,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
canned fish,root vegetables,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
pork,tropical fruit,pip fruit,brown bread,,,,,,,
newspapers,soups,,,,,,,,,
chicken,salty snack,yogurt,,,,,,,,
whole milk,newspapers,,,,,,,,,
soda,domestic eggs,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
butter,domestic eggs,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
soda,brown bread,,,,,,,,,
pork,other vegetables,,,,,,,,,
pasta,cream cheese ,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
tropical fruit,rice,,,,,,,,,
root vegetables,white bread,,,,,,,,,
hamburger meat,salty snack,shopping bags,,,,,,,,
frankfurter,butter milk,,,,,,,,,
rice,dish cleaner,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
dessert,other vegetables,,,,,,,,,
yogurt,baking powder,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
frozen meals,sausage,canned beer,brown bread,frozen vegetables,chocolate,,,,,
whole milk,specialty chocolate,,,,,,,,,
whole milk,other vegetables,curd,,,,,,,,
butter milk,fruit/vegetable juice,,,,,,,,,
pork,sugar,,,,,,,,,
yogurt,dog food,,,,,,,,,
ham,beef,bottled water,citrus fruit,dishes,,,,,,
pork,whole milk,domestic eggs,,,,,,,,
sausage,pasta,,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
sausage,chewing gum,,,,,,,,,
mustard,shopping bags,shopping bags,,,,,,,,
pip fruit,bottled water,bottled water,,,,,,,,
sausage,root vegetables,brown bread,,,,,,,,
tropical fruit,whole milk,nut snack,sliced cheese,,,,,,,
whole milk,bottled water,,,,,,,,,
ham,napkins,,,,,,,,,
waffles,napkins,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
spread cheese,tropical fruit,domestic eggs,bottled water,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
tropical fruit,condensed milk,citrus fruit,whipped/sour cream,,,,,,,
citrus fruit,bottled beer,roll products ,,,,,,,,
chicken,tropical fruit,,,,,,,,,
newspapers,sausage,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
dessert,butter,,,,,,,,,
cat food,yogurt,bottled beer,pastry,,,,,,,
whole milk,coffee,,,,,,,,,
rolls/buns,specialty chocolate,,,,,,,,,
hamburger meat,packaged fruit/vegetables,baking powder,,,,,,,,
bottled water,other vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
oil,margarine,,,,,,,,,
canned fish,rolls/buns,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
coffee,white wine,,,,,,,,,
rolls/buns,soda,other vegetables,vinegar,,,,,,,
red/blush wine,salty snack,,,,,,,,,
berries,curd,,,,,,,,,
tropical fruit,chicken,soda,soda,,,,,,,
bottled beer,whole milk,,,,,,,,,
pork,whole milk,,,,,,,,,
ham,whole milk,,,,,,,,,
chewing gum,instant coffee,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
pot plants,yogurt,cream cheese ,,,,,,,,
mayonnaise,misc. beverages,napkins,,,,,,,,
whole milk,whole milk,coffee,oil,,,,,,,
whole milk,bottled beer,,,,,,,,,
zwieback,curd,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
cereals,frozen vegetables,,,,,,,,,
brown bread,bottled water,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
specialty bar,shopping bags,chocolate,,,,,,,,
fruit/vegetable juice,onions,,,,,,,,,
pork,bottled water,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
butter milk,candles,pot plants,,,,,,,,
onions,citrus fruit,frozen vegetables,coffee,,,,,,,
rolls/buns,semi-finished bread,fruit/vegetable juice,,,,,,,,
root vegetables,mayonnaise,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
soda,soda,,,,,,,,,
other vegetables,sausage,,,,,,,,,
bottled beer,white bread,,,,,,,,,
brown bread,pet care,,,,,,,,,
citrus fruit,white wine,,,,,,,,,
napkins,dishes,,,,,,,,,
bottled water,tidbits,,,,,,,,,
tropical fruit,candy,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
pork,citrus fruit,,,,,,,,,
hard cheese,butter milk,long life bakery product,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
UHT-milk,whipped/sour cream,,,,,,,,,
tropical fruit,long life bakery product,napkins,,,,,,,,
chicken,cream cheese ,citrus fruit,chicken,pet care,napkins,condensed milk,specialty chocolate,,,
pip fruit,sugar,,,,,,,,,
sausage,hygiene articles,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
citrus fruit,ham,canned beer,frozen vegetables,tropical fruit,other vegetables,yogurt,whole milk,onions,,
grapes,yogurt,frozen potato products,,,,,,,,
cleaner,chewing gum,,,,,,,,,
chicken,soda,,,,,,,,,
hamburger meat,citrus fruit,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
brown bread,rolls/buns,sliced cheese,,,,,,,,
tropical fruit,tropical fruit,tropical fruit,long life bakery product,soda,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
root vegetables,white wine,,,,,,,,,
misc. beverages,bottled water,mustard,,,,,,,,
yogurt,UHT-milk,,,,,,,,,
shopping bags,pork,canned fish,whole milk,onions,bottled beer,canned beer,,,,
whipped/sour cream,roll products ,,,,,,,,,
herbs,soda,frozen vegetables,,,,,,,,
pork,yogurt,margarine,,,,,,,,
zwieback,yogurt,,,,,,,,,
UHT-milk,soda,,,,,,,,,
specialty chocolate,other vegetables,,,,,,,,,
root vegetables,coffee,,,,,,,,,
bottled water,rolls/buns,domestic eggs,,,,,,,,
citrus fruit,pastry,,,,,,,,,
whole milk,bottled water,,,,,,,,,
butter,male cosmetics,newspapers,,,,,,,,
sausage,beef,white wine,other vegetables,,,,,,,
dessert,yogurt,shopping bags,,,,,,,,
brown bread,oil,,,,,,,,,
tropical fruit,yogurt,curd,margarine,,,,,,,
cat food,shopping bags,,,,,,,,,
frankfurter,chicken,cocoa drinks,onions,whole milk,UHT-milk,canned fish,bottled beer,,,
roll products ,toilet cleaner,,,,,,,,,
hamburger meat,berries,liquor,cream cheese ,,,,,,,
misc. beverages,coffee,,,,,,,,,
pork,yogurt,,,,,,,,,
butter,root vegetables,bottled water,whipped/sour cream,red/blush wine,,,,,,
onions,grapes,bottled beer,,,,,,,,
beef,other vegetables,,,,,,,,,
pork,soda,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
newspapers,newspapers,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
frankfurter,soda,,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
cat food,curd,bottled water,frozen vegetables,tea,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,,
coffee,soda,,,,,,,,,
pork,pork,,,,,,,,,
berries,cat food,pip fruit,specialty bar,,,,,,,
hygiene articles,frozen dessert,,,,,,,,,
sausage,soda,,,,,,,,,
frozen vegetables,rolls/buns,,,,,,,,,
sausage,dog food,bottled beer,bottled water,,,,,,,
finished products,popcorn,,,,,,,,,
misc. beverages,instant coffee,,,,,,,,,
meat,onions,misc. beverages,,,,,,,,
yogurt,whole milk,shopping bags,,,,,,,,
sausage,root vegetables,canned beer,rolls/buns,,,,,,,
chicken,butter milk,,,,,,,,,
honey,yogurt,spices,chocolate,,,,,,,
spread cheese,rolls/buns,,,,,,,,,
cleaner,pastry,,,,,,,,,
bottled water,soda,domestic eggs,jam,whole milk,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
beef,yogurt,,,,,,,,,
misc. beverages,coffee,,,,,,,,,
sausage,whole milk,jam,yogurt,,,,,,,
whole milk,yogurt,,,,,,,,,
onions,other vegetables,,,,,,,,,
ham,curd,,,,,,,,,
canned beer,berries,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
white bread,salty snack,,,,,,,,,
dessert,ham,,,,,,,,,
meat,oil,,,,,,,,,
rolls/buns,whole milk,butter,frozen vegetables,,,,,,,
root vegetables,white bread,,,,,,,,,
rolls/buns,rolls/buns,soft cheese,,,,,,,,
berries,pastry,,,,,,,,,
brown bread,newspapers,,,,,,,,,
beef,chewing gum,,,,,,,,,
frankfurter,bottled beer,,,,,,,,,
waffles,pip fruit,whole milk,beef,yogurt,,,,,,
ham,berries,,,,,,,,,
whole milk,baking powder,,,,,,,,,
beverages,pastry,,,,,,,,,
sausage,bottled water,,,,,,,,,
ice cream,onions,soda,,,,,,,,
misc. beverages,yogurt,,,,,,,,,
canned beer,root vegetables,soda,,,,,,,,
pot plants,liquor (appetizer),,,,,,,,,
candy,shopping bags,,,,,,,,,
rolls/buns,mustard,newspapers,vinegar,,,,,,,
citrus fruit,whole milk,,,,,,,,,
coffee,butter milk,,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
pork,cat food,,,,,,,,,
waffles,curd,,,,,,,,,
meat,pasta,,,,,,,,,
root vegetables,dishes,,,,,,,,,
sausage,bottled beer,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
chicken,curd,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
newspapers,fruit/vegetable juice,waffles,,,,,,,,
yogurt,rice,butter,,,,,,,,
pastry,rolls/buns,,,,,,,,,
yogurt,butter milk,,,,,,,,,
bottled beer,rolls/buns,whole milk,,,,,,,,
bottled water,bottled water,,,,,,,,,
tropical fruit,whole milk,sweet spreads,,,,,,,,
oil,candy,,,,,,,,,
tropical fruit,ice cream,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
brown bread,pet care,,,,,,,,,
coffee,rolls/buns,soda,,,,,,,,
root vegetables,whole milk,,,,,,,,,
chewing gum,other vegetables,pip fruit,,,,,,,,
meat,chocolate,brown bread,,,,,,,,
UHT-milk,dessert,,,,,,,,,
pip fruit,other vegetables,semi-finished bread,sliced cheese,,,,,,,
other vegetables,root vegetables,,,,,,,,,
whole milk,waffles,dog food,,,,,,,,
newspapers,butter,long life bakery product,,,,,,,,
whipped/sour cream,margarine,,,,,,,,,
white wine,Instant food products,,,,,,,,,
soda,soft cheese,,,,,,,,,
butter,skin care,rolls/buns,,,,,,,,
meat,soda,cream cheese ,,,,,,,,
bottled beer,brown bread,whole milk,misc. beverages,,,,,,,
fruit/vegetable juice,cream cheese ,,,,,,,,,
soft cheese,spices,,,,,,,,,
soda,soda,canned beer,frozen dessert,tropical fruit,whole milk,bottled water,specialty bar,domestic eggs,,
frankfurter,brandy,,,,,,,,,
tropical fruit,butter,hamburger meat,rolls/buns,soda,shopping bags,,,,,
yogurt,other vegetables,,,,,,,,,
whole milk,margarine,,,,,,,,,
herbs,chocolate,,,,,,,,,
UHT-milk,other vegetables,dishes,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
white wine,sauces,,,,,,,,,
rolls/buns,seasonal products,margarine,,,,,,,,
ice cream,pasta,,,,,,,,,
hygiene articles,other vegetables,,,,,,,,,
liquor,whole milk,,,,,,,,,
butter,candy,,,,,,,,,
root vegetables,white bread,,,,,,,,,
misc. beverages,whole milk,long life bakery product,,,,,,,,
white wine,rolls/buns,,,,,,,,,
rolls/buns,berries,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
onions,tropical fruit,,,,,,,,,
dessert,beverages,,,,,,,,,
whole milk,beef,whipped/sour cream,whole milk,curd cheese,,,,,,
bottled beer,frankfurter,pastry,sliced cheese,frozen vegetables,,,,,,
soda,roll products ,,,,,,,,,
cat food,yogurt,candy,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
berries,sliced cheese,,,,,,,,,
pip fruit,canned vegetables,cling film/bags,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
frankfurter,pork,ketchup,,,,,,,,
citrus fruit,soda,,,,,,,,,
sausage,root vegetables,salty snack,coffee,,,,,,,
root vegetables,specialty chocolate,frozen vegetables,canned beer,frozen fish,,,,,,
salt,semi-finished bread,,,,,,,,,
candy,specialty fat,,,,,,,,,
sugar,waffles,soda,organic products,,,,,,,
dishes,whole milk,oil,onions,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
salty snack,chocolate marshmallow,,,,,,,,,
tropical fruit,frozen meals,yogurt,other vegetables,,,,,,,
pip fruit,whole milk,margarine,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
tropical fruit,candy,fruit/vegetable juice,,,,,,,,
cream cheese ,candles,,,,,,,,,
curd,soda,,,,,,,,,
pork,brown bread,bottled beer,shopping bags,,,,,,,
meat,whole milk,processed cheese,butter,,,,,,,
fish,chicken,chicken,UHT-milk,other vegetables,cream cheese ,hard cheese,,,,
frankfurter,white bread,,,,,,,,,
tropical fruit,soda,frozen meals,,,,,,,,
beef,ham,,,,,,,,,
frankfurter,dessert,pet care,soda,whipped/sour cream,,,,,,
curd,misc. beverages,,,,,,,,,
pip fruit,brown bread,oil,,,,,,,,
frozen fish,pastry,,,,,,,,,
flower soil/fertilizer,tropical fruit,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
onions,root vegetables,,,,,,,,,
house keeping products,fruit/vegetable juice,,,,,,,,,
pork,white bread,waffles,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
whole milk,shopping bags,curd,,,,,,,,
bottled beer,canned beer,,,,,,,,,
domestic eggs,mayonnaise,coffee,,,,,,,,
beef,fruit/vegetable juice,,,,,,,,,
berries,white wine,,,,,,,,,
pip fruit,tidbits,,,,,,,,,
cat food,whole milk,turkey,spread cheese,canned beer,berries,long life bakery product,,,,
ham,other vegetables,,,,,,,,,
bottled water,beverages,,,,,,,,,
sausage,rolls/buns,curd,salty snack,whipped/sour cream,hard cheese,,,,,
pork,soda,,,,,,,,,
beef,soap,,,,,,,,,
pork,shopping bags,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
brown bread,oil,,,,,,,,,
butter milk,margarine,,,,,,,,,
sausage,domestic eggs,,,,,,,,,
chicken,domestic eggs,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
root vegetables,whipped/sour cream,chocolate,,,,,,,,
pip fruit,rolls/buns,fruit/vegetable juice,pasta,,,,,,,
detergent,liquor (appetizer),,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
pork,specialty chocolate,,,,,,,,,
sausage,UHT-milk,female sanitary products,rolls/buns,,,,,,,
dessert,rolls/buns,,,,,,,,,
pork,yogurt,yogurt,canned fish,,,,,,,
pip fruit,hard cheese,candy,,,,,,,,
root vegetables,pip fruit,other vegetables,canned beer,,,,,,,
hamburger meat,fruit/vegetable juice,,,,,,,,,
long life bakery product,fruit/vegetable juice,,,,,,,,,
other vegetables,frankfurter,newspapers,whole milk,pastry,,,,,,
newspapers,brown bread,,,,,,,,,
other vegetables,beverages,margarine,,,,,,,,
beef,specialty bar,,,,,,,,,
whole milk,processed cheese,curd,,,,,,,,
soda,bottled water,whipped/sour cream,,,,,,,,
berries,other vegetables,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
sausage,canned beer,,,,,,,,,
frozen vegetables,bottled beer,,,,,,,,,
other vegetables,whole milk,pudding powder,cream cheese ,,,,,,,
UHT-milk,salt,,,,,,,,,
frankfurter,liquor (appetizer),red/blush wine,,,,,,,,
butter,ice cream,,,,,,,,,
photo/film,whole milk,,,,,,,,,
tropical fruit,whole milk,liquor,,,,,,,,
detergent,other vegetables,detergent,,,,,,,,
other vegetables,chewing gum,,,,,,,,,
pip fruit,soda,,,,,,,,,
red/blush wine,sugar,,,,,,,,,
other vegetables,frozen dessert,chewing gum,,,,,,,,
liqueur,yogurt,,,,,,,,,
sausage,brown bread,,,,,,,,,
soap,yogurt,,,,,,,,,
newspapers,white bread,,,,,,,,,
pork,other vegetables,,,,,,,,,
pasta,pot plants,liquor,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
whole milk,white bread,,,,,,,,,
coffee,bottled water,roll products ,,,,,,,,
sausage,whole milk,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
soda,frozen meals,,,,,,,,,
root vegetables,coffee,,,,,,,,,
soda,other vegetables,,,,,,,,,
whole milk,chocolate,,,,,,,,,
canned vegetables,fish,,,,,,,,,
pork,soda,brandy,sausage,rolls/buns,whole milk,yogurt,frozen dessert,shopping bags,,
dessert,chewing gum,,,,,,,,,
tropical fruit,cat food,pot plants,curd,soft cheese,soft cheese,,,,,
coffee,shopping bags,,,,,,,,,
pip fruit,citrus fruit,,,,,,,,,
pip fruit,nuts/prunes,bottled beer,,,,,,,,
soda,cling film/bags,,,,,,,,,
pork,other vegetables,,,,,,,,,
dish cleaner,shopping bags,,,,,,,,,
condensed milk,bottled water,bottled beer,,,,,,,,
turkey,yogurt,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,yogurt,,,,,,,,,
grapes,pickled vegetables,,,,,,,,,
tropical fruit,pasta,sugar,,,,,,,,
male cosmetics,soda,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
curd cheese,popcorn,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
curd,dessert,cling film/bags,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
napkins,white bread,,,,,,,,,
sausage,yogurt,,,,,,,,,
tropical fruit,mayonnaise,liquor,,,,,,,,
soups,bottled water,,,,,,,,,
soda,domestic eggs,,,,,,,,,
meat,UHT-milk,,,,,,,,,
sausage,rum,,,,,,,,,
condensed milk,butter,,,,,,,,,
margarine,other vegetables,bottled water,meat spreads,,,,,,,
bottled water,chocolate,jam,,,,,,,,
canned beer,white bread,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
ham,newspapers,waffles,,,,,,,,
tropical fruit,other vegetables,sugar,,,,,,,,
coffee,specialty vegetables,,,,,,,,,
specialty chocolate,pork,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
butter,curd,,,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,,
citrus fruit,bottled beer,ice cream,,,,,,,,
pip fruit,coffee,UHT-milk,,,,,,,,
chicken,margarine,,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
meat,fish,meat spreads,abrasive cleaner,margarine,,,,,,
chocolate,frankfurter,yogurt,margarine,canned vegetables,,,,,,
ham,soda,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
misc. beverages,oil,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
frozen dessert,newspapers,,,,,,,,,
frozen meals,rolls/buns,canned beer,coffee,soda,,,,,,
whipped/sour cream,coffee,shopping bags,,,,,,,,
pork,bottled water,,,,,,,,,
canned beer,margarine,chocolate,,,,,,,,
pork,semi-finished bread,,,,,,,,,
margarine,margarine,,,,,,,,,
citrus fruit,soda,white bread,,,,,,,,
tropical fruit,mayonnaise,other vegetables,meat,roll products ,napkins,frozen meals,newspapers,,,
tropical fruit,soda,rolls/buns,,,,,,,,
frankfurter,frankfurter,citrus fruit,semi-finished bread,dishes,whipped/sour cream,,,,,
citrus fruit,pot plants,pot plants,,,,,,,,
whole milk,oil,,,,,,,,,
frankfurter,cat food,,,,,,,,,
pastry,pet care,,,,,,,,,
whole milk,pasta,rolls/buns,,,,,,,,
sausage,long life bakery product,,,,,,,,,
other vegetables,soda,rolls/buns,dishes,,,,,,,
dog food,chewing gum,coffee,,,,,,,,
sparkling wine,soda,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
salty snack,tropical fruit,,,,,,,,,
yogurt,seasonal products,,,,,,,,,
berries,other vegetables,,,,,,,,,
finished products,canned fish,,,,,,,,,
tropical fruit,dish cleaner,bottled water,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
frozen vegetables,other vegetables,,,,,,,,,
citrus fruit,liquor (appetizer),,,,,,,,,
soda,tropical fruit,,,,,,,,,
whole milk,soda,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
butter,coffee,,,,,,,,,
zwieback,onions,female sanitary products,,,,,,,,
sausage,whole milk,,,,,,,,,
sausage,chocolate,,,,,,,,,
canned beer,white bread,male cosmetics,chocolate,,,,,,,
sausage,grapes,berries,curd,,,,,,,
hard cheese,bottled beer,whole milk,liquor (appetizer),,,,,,,
whole milk,hamburger meat,detergent,pickled vegetables,,,,,,,
root vegetables,whipped/sour cream,specialty bar,,,,,,,,
yogurt,other vegetables,,,,,,,,,
tropical fruit,flour,,,,,,,,,
whole milk,dishes,,,,,,,,,
onions,cream cheese ,,,,,,,,,
hamburger meat,cleaner,,,,,,,,,
specialty chocolate,butter milk,,,,,,,,,
root vegetables,frozen dessert,beverages,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
yogurt,shopping bags,waffles,chocolate,,,,,,,
meat,other vegetables,,,,,,,,,
bottled beer,root vegetables,hygiene articles,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
whole milk,flour,whole milk,margarine,,,,,,,
pork,root vegetables,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
ham,UHT-milk,,,,,,,,,
tropical fruit,sausage,dog food,sweet spreads,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
shopping bags,detergent,,,,,,,,,
frankfurter,oil,,,,,,,,,
whole milk,pork,,,,,,,,,
rolls/buns,brown bread,whipped/sour cream,,,,,,,,
rolls/buns,female sanitary products,,,,,,,,,
fish,pot plants,coffee,,,,,,,,
soda,newspapers,long life bakery product,,,,,,,,
hamburger meat,other vegetables,hygiene articles,popcorn,,,,,,,
zwieback,frozen dessert,shopping bags,cream cheese ,,,,,,,
cookware,other vegetables,,,,,,,,,
sausage,fruit/vegetable juice,bottled water,,,,,,,,
soda,cream cheese ,,,,,,,,,
frankfurter,margarine,,,,,,,,,
Instant food products,coffee,,,,,,,,,
dessert,processed cheese,UHT-milk,,,,,,,,
frankfurter,cream cheese ,long life bakery product,,,,,,,,
beef,waffles,citrus fruit,waffles,,,,,,,
beef,whole milk,,,,,,,,,
frankfurter,specialty chocolate,pip fruit,,,,,,,,
bottled water,butter,waffles,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
chicken,condensed milk,,,,,,,,,
other vegetables,soda,soda,,,,,,,,
pork,other vegetables,yogurt,,,,,,,,
pork,liquor,,,,,,,,,
fruit/vegetable juice,margarine,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
pip fruit,canned vegetables,,,,,,,,,
turkey,meat,rolls/buns,,,,,,,,
tropical fruit,salt,,,,,,,,,
root vegetables,beef,,,,,,,,,
soda,long life bakery product,pastry,,,,,,,,
frozen meals,mustard,,,,,,,,,
newspapers,sausage,sugar,,,,,,,,
